0,1,2,3,4
-0.6388765481079633,-0.6398046291593331,-0.6401848805608304,-0.6426615422486471,-0.23783994411945805
1.036046131518111,1.0846529697997793,1.064683177163907,1.067939012050033,0.17747328574832105
-0.7415839878212377,-0.7416238587590492,-0.7422735570231743,-0.7419958432349745,-1.143244438804816
1.0964213826833218,1.1027432789957778,1.1059460975220572,1.1269234241640596,-0.40634995465846974
-0.5621589181131194,-0.5599535607059044,-0.5585657508728291,-0.5569458613364084,-0.4031507226397154
2.227745783334628,2.229322886174429,2.252111863180428,2.271791594870408,-0.33221407788184437
-0.643371499737032,-0.6448761125377321,-0.6427824387252399,-0.6440657818449226,0.050110202313625146
-0.7415713379267894,-0.7414383170075706,-0.7422087857963643,-0.7421666294636465,-1.1202038035513224
-0.5956150140563297,-0.5965424310834379,-0.5936814104912378,-0.5965492726519834,-0.5992850934723387
-0.6055974647898278,-0.6078604999938527,-0.6049267124941723,-0.6059045596648068,-0.15671610210235004
-0.7468249315923483,-0.7468128446064346,-0.7474233348127354,-0.7472965332674968,-1.0850263788248349
1.3163326567628677,1.386622485961425,1.3587710929189387,1.4345282615473527,1.39187273451803
-0.7370890362206182,-0.736867797028898,-0.7374023224995638,-0.7374605213881203,-0.9880476515120536
-0.5910821240856089,-0.5914524037170705,-0.5876182702103039,-0.5894142167546973,0.2649506407308155
1.138146761071432,1.1378106922067952,1.1592900785323275,1.1489359330668218,0.4128486582272788
-0.7392385143378762,-0.7393107634125448,-0.7401877413518335,-0.7398262219419478,-1.065491927196873
-0.6033025863893078,-0.6060050736658239,-0.6044797551906138,-0.6061892098153684,-0.4250932674170809
1.625099787523282,1.5939655048655685,1.5987701540468988,1.626093429648451,0.1852575271235398
-0.2600994004461698,-0.2650594128410419,-0.26630450920518917,-0.2737697557043077,2.0318167463112147
-0.583154314595659,-0.5810249422754794,-0.581736511234477,-0.5797679637292698,2.1012468879948187
0.6375064716726581,0.6176439719944908,0.6149034201629979,0.5869544736765602,0.29932665205718156
-0.7481525543596325,-0.7480992716105531,-0.7487577490863241,-0.7485616215267208,-1.1084715737274282
-0.7385430957427356,-0.7384263490642333,-0.7388921939788496,-0.7386813191310637,-0.9861982359733117
1.4766905721342367,1.5771739826698075,1.5048110131407286,1.5955416714592723,0.7613748694522391
-0.7394471415048244,-0.7395767096841944,-0.7399351105059849,-0.7397629656033727,-1.118566300209728
-0.7466605621003282,-0.7463737317845861,-0.7470411533999368,-0.7466323643558561,-1.1813886342913686
-0.7399086512377238,-0.7395952647490157,-0.7408419864826475,-0.7401551467446532,-0.6047370163625884
-0.6061221991115223,-0.6086088424474114,-0.6053995879506046,-0.6080615412637272,-0.40625234661614723
-0.5438693283367074,-0.5462791297227584,-0.5420476059689886,-0.5452438622022424,-0.04303484070530556
-0.7399655497602984,-0.7398921302191908,-0.7410687025764193,-0.7410849829913376,-1.088744474647514
1.1347961016547843,1.1800525108004516,1.1690391107676528,1.19232827258546,0.5501806051423324
1.556916845825928,1.5167801362133082,1.5192887445559702,1.522198543689695,0.512749205228003
-0.5666981206462391,-0.568680229430719,-0.5686061937942085,-0.570615093329882,1.0830280454462018
1.4653109757257572,1.4240400316749497,1.444017707138765,1.406443507574327,-0.19963410144828053
-0.6145936895244035,-0.6164881936965868,-0.613898336758154,-0.6144691820820622,-0.5114185906369006
-0.744586938125234,-0.7445306795260312,-0.7449812420548015,-0.7448549264717707,-1.1367907491644142
-0.6121091373385319,-0.6133525323345916,-0.6118449038532656,-0.6148360566611544,-0.3431025118661876
-0.746357104821064,-0.7462747733035682,-0.746833870178332,-0.7467019501719262,-1.1802905438152407
-0.5583656954130806,-0.5597494705227283,-0.5599843681085571,-0.5577428780386378,1.2781028552930873
-0.6229893303754197,-0.6176076372610317,-0.620751755763316,-0.6156330552410745,-0.2858862186363584
-0.6385604522854268,-0.637837885652961,-0.6362917728080607,-0.6371457833937526,-0.28318915430902636
2.196799498551264,2.1590954817521273,2.1711404110724,2.185576179320349,-0.30226510500134185
